sample_id,holeid,from_m,to_m,x,y,z,depth_m,WhiteMica,Chlorite,Carbonate,Epidote,Kaolinite,Dickite,Montmor,Alunite,Gypsum,Pyrophyllite,Diaspore,Zunyite,Water_silica,Hematite,Goethite,VNIRMinerals,aiMineral1
S00986,SYN-008,229.0,230.5,-215.91,123.63,229.75,229.75,9.29,20.59,43.85,8.92,2.27,0.0,6.1,0.0,0.29,2.87,4.05,1.91,0.0,0.41,1.8,None,Carbonate
S00987,SYN-008,230.5,232.0,-217.2,123.88,231.25,231.25,29.54,43.56,42.2,3.65,0.0,4.47,10.79,0.0,3.95,0.41,4.87,33.16,0.0,0.0,1.55,None,Chlorite
S00988,SYN-008,232.0,233.5,-218.49,124.13,232.75,232.75,3.54,14.42,7.58,11.16,0.0,2.63,14.07,32.91,3.81,2.58,0.0,0.28,1.45,1.45,2.5,None,Alunite
S00989,SYN-008,233.5,234.5,-219.56,124.34,234.0,234.0,5.29,21.97,19.33,9.73,0.0,0.0,10.14,1.84,0.0,0.0,7.16,0.56,1.34,0.37,2.83,None,Chlorite
S00990,SYN-008,234.5,236.5,-220.86,124.59,235.5,235.5,5.1,26.68,17.8,10.74,3.47,40.72,19.86,1.72,0.49,2.41,0.38,2.69,0.0,17.74,3.92,Hematite,Dickite
S00991,SYN-008,236.5,238.5,-222.58,124.92,237.5,237.5,7.38,7.08,4.41,11.72,2.92,0.0,19.76,0.74,2.25,0.0,20.31,0.0,1.29,1.53,2.02,None,Diaspore
S00992,SYN-008,238.5,239.5,-223.87,125.17,239.0,239.0,4.11,35.27,35.29,13.71,0.0,2.75,18.47,3.29,7.27,29.59,0.0,26.4,3.33,3.37,7.4,None,Carbonate
S00993,SYN-009,0.0,1.0,-43.14,99.2,0.5,0.5,7.06,1.3,0.7,0.0,4.09,0.0,1.21,5.6,6.83,3.95,0.37,24.15,16.88,71.24,7.55,Hematite,Zunyite
S00994,SYN-009,1.0,2.5,-42.96,100.41,1.75,1.75,5.52,1.37,0.0,0.45,17.56,4.04,3.57,1.76,9.41,35.92,0.19,0.92,4.93,34.5,15.03,Hematite,Pyrophyllite
S00995,SYN-009,2.5,4.5,-42.72,102.1,3.5,3.5,5.59,0.39,0.0,6.02,14.28,1.11,0.21,11.18,9.54,1.62,0.0,2.17,27.95,18.92,58.12,Goethite,Water_silica
S00996,SYN-009,4.5,6.5,-42.43,104.03,5.5,5.5,7.28,0.0,0.0,3.09,8.25,0.0,1.94,4.01,19.0,0.0,0.0,3.61,26.99,32.57,40.4,Goethite,Water_silica
S00997,SYN-009,6.5,7.5,-42.22,105.47,7.0,7.0,7.87,0.0,1.16,0.0,2.08,0.0,1.89,22.95,10.5,37.24,0.95,0.0,19.68,0.0,19.88,Goethite,Pyrophyllite
S00998,SYN-009,7.5,9.5,-42.01,106.92,8.5,8.5,6.1,0.0,1.61,5.28,0.0,20.59,0.0,10.72,24.28,0.64,0.0,0.0,28.15,42.67,29.26,Hematite,Water_silica
S00999,SYN-009,9.5,10.5,-41.8,108.37,10.0,10.0,5.84,4.15,3.58,2.17,44.08,1.4,0.0,12.41,7.43,1.02,4.15,0.0,24.01,60.57,31.58,Hematite,Kaolinite
S01000,SYN-009,10.5,12.0,-41.62,109.57,11.25,11.25,5.62,3.95,3.47,0.0,8.12,9.93,0.0,45.49,0.0,47.76,46.27,5.79,10.84,0.73,7.04,None,Pyrophyllite
S01001,SYN-009,12.0,14.0,-41.38,111.26,13.0,13.0,11.57,2.36,1.14,3.28,9.22,0.0,0.44,5.96,16.3,0.0,0.86,0.27,54.86,42.46,13.31,Hematite,Water_silica
S01002,SYN-009,14.0,15.0,-41.17,112.71,14.5,14.5,9.24,1.41,4.0,2.43,13.43,0.0,2.0,19.7,13.75,0.42,0.0,4.3,20.64,51.05,4.07,Hematite,Water_silica
S01003,SYN-009,15.0,16.0,-41.03,113.67,15.5,15.5,8.25,1.94,12.38,2.25,5.73,1.93,15.13,5.07,14.02,1.36,0.0,3.63,24.15,56.59,15.33,Hematite,Water_silica
S01004,SYN-009,16.0,17.5,-40.85,114.88,16.75,16.75,6.35,2.05,0.0,0.0,8.62,1.31,1.49,12.01,0.0,3.92,3.16,0.98,9.69,70.24,44.21,Hematite,Alunite
S01005,SYN-009,17.5,19.0,-40.64,116.32,18.25,18.25,3.28,0.0,0.44,3.97,8.85,4.22,0.98,12.22,7.09,1.87,0.0,3.21,15.37,45.13,50.41,Goethite,Water_silica
S01006,SYN-009,19.0,21.0,-40.39,118.01,20.0,20.0,9.04,0.39,2.36,0.0,11.09,4.11,1.97,9.21,12.95,3.94,2.4,6.49,6.2,37.88,18.03,Hematite,Gypsum
S01007,SYN-009,21.0,23.0,-40.11,119.94,22.0,22.0,4.37,2.06,2.21,0.0,4.42,14.9,0.0,59.65,0.0,86.76,33.73,3.66,11.33,0.0,3.72,None,Pyrophyllite
S01008,SYN-009,23.0,24.0,-39.9,121.39,23.5,23.5,6.39,0.01,19.31,3.74,10.4,1.35,0.81,8.89,1.59,0.0,0.0,0.0,8.41,31.21,31.53,Goethite,Carbonate
S01009,SYN-009,24.0,25.0,-39.76,122.35,24.5,24.5,4.44,7.48,4.85,1.45,5.85,2.45,1.14,3.25,0.0,4.7,1.49,27.38,28.15,72.29,35.19,Hematite,Water_silica
S01010,SYN-009,25.0,27.0,-39.55,123.8,26.0,26.0,5.34,3.75,1.93,3.29,5.8,0.0,4.99,9.67,6.22,0.0,0.0,0.52,21.42,30.82,12.71,Hematite,Water_silica
S01011,SYN-009,27.0,28.5,-39.3,125.49,27.75,27.75,3.39,1.62,3.08,1.6,9.63,2.94,0.64,10.83,16.13,3.12,0.77,2.14,14.0,77.0,36.39,Hematite,Gypsum
S01012,SYN-009,28.5,30.5,-39.05,127.17,29.5,29.5,8.85,4.61,4.62,3.81,2.11,2.23,1.85,8.6,17.01,0.0,1.01,2.49,10.2,35.76,56.23,Goethite,Gypsum
S01013,SYN-009,30.5,32.0,-38.81,128.86,31.25,31.25,37.83,4.3,0.0,1.24,6.3,18.8,0.0,8.73,6.29,1.36,1.6,29.65,6.83,26.2,19.76,Hematite,WhiteMica
S01014,SYN-009,32.0,33.0,-38.63,130.07,32.5,32.5,5.41,11.6,3.95,30.77,19.1,6.69,1.87,28.19,2.99,34.3,11.6,37.29,3.94,3.15,7.64,None,Zunyite
S01015,SYN-009,33.0,35.0,-38.42,131.51,34.0,34.0,0.78,0.0,2.16,1.68,7.33,21.99,3.65,49.8,0.18,75.46,32.48,2.87,10.89,0.36,6.66,None,Pyrophyllite
S01016,SYN-009,35.0,36.0,-38.21,132.96,35.5,35.5,6.49,0.0,0.67,1.9,9.31,0.43,29.46,4.29,12.73,3.57,3.41,1.65,8.19,50.08,16.52,Hematite,Montmor
S01017,SYN-009,36.0,37.5,-38.03,134.17,36.75,36.75,71.76,3.15,0.0,0.0,9.55,9.09,6.64,1.57,6.81,0.0,4.19,0.0,18.86,2.74,2.28,None,WhiteMica
S01018,SYN-009,37.5,39.0,-37.82,135.61,38.25,38.25,48.25,3.52,3.6,5.08,5.75,7.87,9.08,3.71,9.02,1.7,0.91,0.0,5.78,4.63,4.21,None,WhiteMica
S01019,SYN-009,39.0,40.5,-37.61,137.06,39.75,39.75,5.88,0.64,8.13,2.21,11.79,0.46,0.0,12.21,16.67,18.04,2.49,15.35,12.97,46.64,37.04,Hematite,Pyrophyllite
S01020,SYN-009,40.5,42.0,-37.4,138.51,41.25,41.25,4.16,1.16,19.0,5.9,16.77,0.47,1.02,3.11,22.35,1.29,5.11,0.0,0.0,10.65,31.42,Goethite,Gypsum
S01021,SYN-009,42.0,43.5,-37.18,139.95,42.75,42.75,5.14,0.07,0.0,0.0,50.68,9.43,5.34,0.0,7.96,0.06,3.63,4.44,0.01,1.74,2.88,None,Kaolinite
S01022,SYN-009,43.5,45.5,-36.94,141.64,44.5,44.5,3.21,0.0,0.0,2.64,7.74,3.39,0.0,44.2,0.0,42.8,38.05,9.57,8.68,0.0,6.64,None,Alunite
S01023,SYN-009,45.5,47.5,-36.66,143.57,46.5,46.5,78.3,0.0,3.29,4.62,11.93,39.03,5.32,1.17,11.66,35.66,1.88,0.0,1.73,1.3,0.87,None,WhiteMica
S01024,SYN-009,47.5,49.0,-36.41,145.26,48.25,48.25,0.25,2.73,34.99,2.7,7.86,4.79,3.66,7.94,22.1,3.52,16.12,1.58,25.31,55.19,29.28,Hematite,Carbonate
S01025,SYN-009,49.0,50.0,-36.23,146.46,49.5,49.5,70.57,1.78,2.62,6.92,16.36,11.13,3.31,1.53,35.07,1.55,1.63,0.61,7.42,0.0,0.0,None,WhiteMica
S01026,SYN-009,50.0,51.5,-36.06,147.67,50.75,50.75,48.93,0.0,17.68,2.33,5.73,5.91,4.9,1.23,11.03,1.26,0.0,4.91,10.76,0.0,2.98,None,WhiteMica
S01027,SYN-009,51.5,53.5,-35.81,149.36,52.5,52.5,18.89,0.0,24.87,1.98,56.93,7.52,11.39,1.98,5.88,0.0,0.26,5.05,1.82,0.9,0.9,None,Kaolinite
S01028,SYN-009,53.5,55.0,-35.56,151.05,54.25,54.25,84.7,0.71,0.0,2.81,8.5,9.82,3.64,2.77,7.69,1.29,9.66,23.53,2.76,0.0,0.97,None,WhiteMica
S01029,SYN-009,55.0,56.5,-35.35,152.49,55.75,55.75,17.22,2.24,0.08,0.0,62.61,49.8,7.8,3.57,4.51,2.82,0.0,0.0,4.7,0.0,2.58,None,Kaolinite
S01030,SYN-009,56.5,58.0,-35.14,153.94,57.25,57.25,63.35,1.56,1.39,0.81,6.61,9.3,9.91,4.78,4.2,6.04,1.17,6.46,34.18,3.53,1.92,None,WhiteMica
S01031,SYN-009,58.0,59.0,-34.97,155.15,58.5,58.5,62.27,34.35,3.52,0.32,11.74,9.11,7.09,5.05,6.32,1.9,0.7,30.55,5.75,2.19,2.3,None,WhiteMica
S01032,SYN-009,59.0,60.5,-34.79,156.35,59.75,59.75,54.4,1.99,3.8,3.38,7.1,6.87,7.25,6.52,8.08,1.99,0.0,0.0,1.16,2.6,2.51,None,WhiteMica
S01033,SYN-009,60.5,62.0,-34.58,157.8,61.25,61.25,8.88,5.6,3.41,1.29,62.73,0.0,5.98,2.48,1.25,1.46,3.96,36.14,1.67,3.62,3.72,None,Kaolinite
S01034,SYN-009,62.0,64.0,-34.33,159.49,63.0,63.0,29.69,1.86,1.82,0.82,81.53,9.0,11.63,0.3,3.85,2.93,1.54,1.42,0.3,0.0,1.4,None,Kaolinite
S01035,SYN-009,64.0,66.0,-34.05,161.42,65.0,65.0,34.64,0.0,9.52,7.77,20.23,7.33,12.78,1.32,2.01,2.25,0.0,1.45,0.0,1.04,1.63,None,WhiteMica
S01036,SYN-009,66.0,68.0,-33.77,163.34,67.0,67.0,100.0,1.88,2.66,4.6,11.26,6.32,10.39,0.0,20.77,0.0,2.06,0.0,0.0,5.58,5.22,None,WhiteMica
S01037,SYN-009,68.0,69.5,-33.52,165.03,68.75,68.75,39.38,0.0,0.07,3.17,6.57,6.01,8.36,24.81,4.71,17.68,36.69,1.69,1.61,6.07,5.98,None,WhiteMica
S01038,SYN-009,69.5,71.0,-33.31,166.48,70.25,70.25,21.73,1.91,0.45,0.0,55.01,2.71,7.33,1.58,7.61,19.57,0.0,0.0,3.42,0.1,7.51,None,Kaolinite
S01039,SYN-009,71.0,72.5,-33.1,167.93,71.75,71.75,18.97,0.71,16.53,4.59,45.79,17.95,7.91,4.69,2.82,2.49,5.18,0.26,2.4,0.0,3.13,None,Kaolinite
S01040,SYN-009,72.5,74.5,-32.85,169.61,73.5,73.5,26.31,0.0,5.29,0.0,41.5,2.26,6.51,40.05,31.88,3.96,1.41,18.31,2.01,0.0,5.85,None,Kaolinite
S01041,SYN-009,74.5,76.0,-32.6,171.3,75.25,75.25,21.81,2.08,2.53,0.0,64.37,9.52,8.81,2.81,3.46,3.05,0.77,2.59,1.0,0.75,2.26,None,Kaolinite
S01042,SYN-009,76.0,78.0,-32.36,172.99,77.0,77.0,49.58,2.17,0.0,0.0,16.08,8.3,4.7,0.7,5.04,2.93,0.25,1.39,4.24,3.22,4.19,None,WhiteMica
S01043,SYN-009,78.0,79.0,-32.15,174.44,78.5,78.5,11.29,3.4,1.29,0.0,76.01,11.57,4.06,32.79,2.05,0.0,16.79,0.69,35.5,4.03,3.28,None,Kaolinite
S01044,SYN-009,79.0,81.0,-31.94,175.88,80.0,80.0,15.54,0.0,1.44,0.0,68.48,7.95,0.0,1.12,4.59,2.42,0.83,0.0,0.1,0.0,7.38,None,Kaolinite
S01045,SYN-009,81.0,82.0,-31.72,177.33,81.5,81.5,25.71,2.58,1.16,2.18,0.11,3.87,34.16,2.99,5.1,33.58,3.71,0.0,11.1,1.29,1.47,None,Montmor
S01046,SYN-009,82.0,83.0,-31.58,178.29,82.5,82.5,9.22,40.88,18.04,3.99,25.48,0.0,14.74,0.0,0.61,0.0,0.68,3.94,0.61,0.45,0.97,None,Chlorite
S01047,SYN-009,83.0,84.5,-31.41,179.5,83.75,83.75,19.07,0.0,1.23,0.0,100.0,2.63,35.56,1.38,8.55,1.97,0.0,4.54,2.58,0.0,3.14,None,Kaolinite
S01048,SYN-009,84.5,85.5,-31.23,180.71,85.0,85.0,24.46,0.0,4.03,0.0,17.08,11.09,18.71,1.71,17.36,0.72,0.41,25.89,5.74,0.23,0.0,None,Zunyite
S01049,SYN-009,85.5,86.5,-31.09,181.67,86.0,86.0,2.25,27.9,11.67,3.36,6.16,5.65,28.92,1.21,4.66,8.34,0.04,2.55,0.0,3.87,3.19,None,Montmor
S01050,SYN-009,86.5,87.5,-30.95,182.63,87.0,87.0,76.97,2.92,1.18,0.0,9.36,5.29,10.9,0.31,5.47,2.98,2.53,0.0,6.43,2.96,0.0,None,WhiteMica
S01051,SYN-009,87.5,89.0,-30.77,183.84,88.25,88.25,22.09,0.0,0.0,17.55,60.75,7.89,4.15,0.0,1.69,14.11,0.0,16.84,1.4,2.65,0.82,None,Kaolinite
S01052,SYN-009,89.0,91.0,-30.53,185.53,90.0,90.0,24.08,0.81,0.8,1.08,28.76,16.37,7.58,6.12,3.6,3.72,0.48,1.16,0.36,5.1,2.99,None,Kaolinite
S01053,SYN-009,91.0,92.0,-30.31,186.98,91.5,91.5,42.81,0.0,3.97,21.01,7.96,10.5,3.15,1.28,6.82,0.0,2.17,0.0,2.79,1.48,0.0,None,WhiteMica
S01054,SYN-009,92.0,93.5,-30.14,188.18,92.75,92.75,45.73,3.49,20.75,5.29,7.83,7.68,4.57,26.62,11.1,0.73,0.0,5.6,2.77,1.39,3.64,None,WhiteMica
S01055,SYN-009,93.5,95.5,-29.89,189.87,94.5,94.5,6.9,0.0,0.49,3.89,34.14,14.79,6.16,0.0,0.82,2.55,1.68,5.48,0.0,2.83,0.0,None,Kaolinite
S01056,SYN-009,95.5,96.5,-29.68,191.32,96.0,96.0,28.59,0.0,0.0,1.3,49.3,22.5,5.46,4.44,11.18,3.53,2.13,0.87,0.0,13.79,2.82,None,Kaolinite
S01057,SYN-009,96.5,97.5,-29.54,192.28,97.0,97.0,22.03,20.76,3.35,3.52,39.39,12.59,38.87,0.0,8.5,29.0,1.04,3.22,1.29,3.83,4.84,None,Kaolinite
S01058,SYN-009,97.5,99.5,-29.33,193.73,98.5,98.5,44.51,0.0,0.21,0.0,9.03,8.58,2.47,5.68,4.86,5.86,0.78,1.55,3.29,3.29,5.92,None,WhiteMica
S01059,SYN-009,99.5,101.5,-29.05,195.66,100.5,100.5,47.27,2.36,3.86,0.44,0.0,15.18,11.48,0.51,7.12,4.07,1.47,0.0,39.0,2.69,6.83,None,WhiteMica
S01060,SYN-009,101.5,103.0,-28.8,197.34,102.25,102.25,1.59,0.0,11.2,8.53,0.0,0.0,19.75,1.91,1.82,1.33,0.0,0.0,0.06,0.0,0.8,None,Montmor
S01061,SYN-009,103.0,105.0,-28.55,199.03,104.0,104.0,59.64,20.74,6.34,6.62,8.21,2.7,0.45,4.73,1.57,0.0,3.28,0.42,0.3,3.46,1.99,None,WhiteMica
S01062,SYN-009,105.0,106.0,-28.34,200.48,105.5,105.5,5.64,24.81,53.17,4.68,0.0,0.49,16.78,2.58,16.02,1.38,0.0,1.48,2.85,6.05,1.27,None,Carbonate
S01063,SYN-009,106.0,107.5,-28.17,201.68,106.75,106.75,25.36,0.51,5.08,2.57,8.79,32.79,2.8,3.8,1.4,0.0,0.0,0.0,2.79,24.27,5.14,Hematite,Dickite
S01064,SYN-009,107.5,109.0,-27.95,203.13,108.25,108.25,0.0,0.0,0.0,0.03,9.47,6.9,2.85,1.34,8.21,0.0,0.0,14.83,6.15,0.36,3.52,None,Zunyite
S01065,SYN-009,109.0,110.5,-27.74,204.58,109.75,109.75,3.73,10.44,27.58,37.55,0.0,0.0,18.54,0.0,3.73,0.57,0.0,1.33,0.0,6.19,2.97,None,Epidote
S01066,SYN-009,110.5,112.5,-27.5,206.27,111.5,111.5,2.6,20.32,18.87,12.39,3.57,6.41,24.03,2.68,1.64,25.72,5.2,0.0,2.72,2.87,2.84,None,Pyrophyllite
S01067,SYN-009,112.5,114.0,-27.25,207.95,113.25,113.25,69.95,0.47,4.87,1.37,14.3,5.89,17.61,3.05,4.53,1.0,0.18,0.0,4.43,6.1,4.42,None,WhiteMica
S01068,SYN-009,114.0,116.0,-27.0,209.64,115.0,115.0,4.28,76.94,21.62,4.37,0.96,0.0,19.73,0.15,1.13,3.53,1.96,1.75,0.0,0.0,0.86,None,Chlorite
S01069,SYN-009,116.0,117.5,-26.76,211.33,116.75,116.75,3.94,0.0,10.01,7.96,0.2,2.4,11.0,24.14,0.68,7.53,3.58,1.13,3.78,0.09,4.98,None,Alunite
S01070,SYN-009,117.5,119.0,-26.54,212.78,118.25,118.25,6.03,17.71,13.02,2.13,1.77,1.21,32.28,0.0,2.08,1.31,0.0,3.46,1.73,3.78,3.82,None,Montmor
S01071,SYN-009,119.0,120.0,-26.37,213.98,119.5,119.5,2.84,1.75,0.0,0.0,0.0,2.69,6.53,5.85,6.73,5.44,1.15,1.61,3.98,0.0,5.62,None,Gypsum
S01072,SYN-009,120.0,121.0,-26.23,214.95,120.5,120.5,4.32,38.45,20.38,8.23,0.0,0.0,21.74,6.78,4.17,3.79,0.09,2.25,2.54,6.54,2.1,None,Chlorite
S01073,SYN-009,121.0,123.0,-26.02,216.39,122.0,122.0,4.54,19.16,6.22,24.95,0.2,0.0,8.67,0.88,4.51,0.0,0.0,0.0,3.32,5.01,3.13,None,Epidote
S01074,SYN-009,123.0,124.0,-25.8,217.84,123.5,123.5,5.99,18.19,17.49,12.37,1.89,0.63,3.29,1.81,4.23,0.0,0.0,19.19,3.76,0.1,5.74,None,Zunyite
S01075,SYN-009,124.0,125.0,-25.66,218.8,124.5,124.5,8.74,53.61,34.92,11.76,0.0,0.52,23.58,0.0,0.04,0.0,3.74,2.29,3.15,4.89,0.12,None,Chlorite
S01076,SYN-009,125.0,126.0,-25.52,219.77,125.5,125.5,80.29,0.0,0.11,0.0,14.65,8.05,4.97,4.65,4.09,2.15,0.96,3.14,7.08,1.98,6.04,None,WhiteMica
S01077,SYN-009,126.0,127.0,-25.38,220.73,126.5,126.5,98.68,0.21,0.4,1.38,17.22,8.91,7.53,5.21,5.6,4.18,2.51,5.12,2.18,1.25,2.35,None,WhiteMica
S01078,SYN-009,127.0,129.0,-25.17,222.18,128.0,128.0,9.97,32.77,28.83,7.72,0.03,2.0,28.47,0.0,0.0,0.92,0.0,0.0,0.0,0.0,4.96,None,Chlorite
S01079,SYN-009,129.0,130.5,-24.92,223.87,129.75,129.75,6.4,39.77,18.3,12.0,0.81,6.56,21.66,3.24,0.0,1.76,14.21,0.0,2.9,4.41,5.03,None,Chlorite
S01080,SYN-009,130.5,132.5,-24.68,225.56,131.5,131.5,6.61,34.23,16.42,9.55,1.43,30.67,22.96,0.0,1.59,3.8,32.23,0.74,0.0,3.57,2.56,None,Chlorite
S01081,SYN-009,132.5,133.5,-24.47,227.0,133.0,133.0,53.71,0.0,1.01,0.38,1.7,5.23,5.38,5.38,5.12,0.0,1.8,3.18,6.07,2.55,3.08,None,WhiteMica
S01082,SYN-009,133.5,135.0,-24.29,228.21,134.25,134.25,5.51,30.04,11.52,6.42,20.7,16.98,23.17,4.46,3.53,17.94,3.02,0.87,12.43,23.41,0.0,Hematite,Chlorite
S01083,SYN-009,135.0,136.5,-24.08,229.66,135.75,135.75,7.3,43.93,7.52,9.37,2.66,0.44,18.04,5.7,0.0,4.54,0.0,3.68,0.82,3.15,0.0,None,Chlorite
S01084,SYN-009,136.5,138.0,-23.87,231.1,137.25,137.25,7.05,52.01,15.35,11.19,0.0,0.0,4.38,0.0,24.6,4.58,4.27,0.0,4.15,4.33,3.27,None,Chlorite
S01085,SYN-009,138.0,140.0,-23.62,232.79,139.0,139.0,9.58,6.79,56.11,3.22,4.72,0.5,12.34,0.05,2.82,1.3,0.23,0.08,0.76,6.25,5.94,None,Carbonate
S01086,SYN-009,140.0,142.0,-23.34,234.72,141.0,141.0,0.9,27.56,23.38,4.18,1.35,0.0,38.59,0.0,0.4,0.94,7.26,1.18,0.0,1.52,2.55,None,Montmor
S01087,SYN-009,142.0,144.0,-23.06,236.65,143.0,143.0,91.92,6.3,2.75,0.0,8.17,8.15,5.45,2.18,4.15,0.0,1.25,3.07,2.15,14.55,0.0,None,WhiteMica
S01088,SYN-009,144.0,145.0,-22.85,238.1,144.5,144.5,5.37,27.46,13.51,39.54,0.37,26.17,22.75,0.0,28.94,0.0,4.19,29.28,2.59,0.0,1.82,None,Epidote
S01089,SYN-009,145.0,146.0,-22.7,239.06,145.5,145.5,57.37,1.73,1.47,0.65,12.94,11.48,4.27,23.68,9.34,0.0,0.45,4.12,7.08,2.15,1.76,None,WhiteMica
S01090,SYN-009,146.0,147.5,-22.53,240.27,146.75,146.75,6.92,22.59,13.36,3.6,13.09,14.89,16.42,15.64,3.99,0.0,1.07,16.41,0.0,4.01,2.12,None,Chlorite
S01091,SYN-009,147.5,149.0,-22.32,241.71,148.25,148.25,5.93,40.36,12.83,3.55,6.17,0.0,13.56,4.34,1.26,0.0,1.37,0.0,2.19,6.81,0.45,None,Chlorite
S01092,SYN-009,149.0,150.5,-22.11,243.16,149.75,149.75,3.46,31.24,34.42,6.49,7.1,4.37,19.41,0.0,0.0,0.0,4.63,1.83,1.37,3.18,1.19,None,Carbonate
S01093,SYN-009,150.5,152.0,-21.89,244.61,151.25,151.25,99.74,1.51,2.74,0.0,11.31,10.12,9.87,2.05,9.54,5.46,3.24,0.81,5.16,5.26,34.02,Goethite,WhiteMica
S01094,SYN-009,152.0,153.5,-21.68,246.05,152.75,152.75,2.49,52.26,40.33,45.21,5.87,0.85,15.22,0.0,1.44,0.14,2.01,0.52,0.0,2.3,8.14,None,Chlorite
S01095,SYN-009,153.5,155.5,-21.44,247.74,154.5,154.5,8.18,41.86,23.61,38.77,30.33,0.37,17.36,0.0,2.28,2.52,2.7,0.26,3.89,3.72,7.18,None,Chlorite
S01096,SYN-009,155.5,157.0,-21.19,249.43,156.25,156.25,3.96,45.2,32.29,9.16,2.06,0.0,19.07,0.0,7.46,11.96,6.49,0.0,0.0,0.59,0.6,None,Chlorite
S01097,SYN-009,157.0,158.0,-21.01,250.63,157.5,157.5,1.26,12.89,10.03,8.65,4.93,0.01,11.7,4.52,5.0,3.67,1.72,6.92,0.0,2.62,3.12,None,Chlorite
S01098,SYN-009,158.0,159.0,-20.87,251.6,158.5,158.5,46.09,1.78,0.2,0.0,14.03,5.35,3.94,4.49,7.73,1.82,4.2,0.0,5.41,0.0,1.51,None,WhiteMica
S01099,SYN-009,159.0,160.5,-20.7,252.8,159.75,159.75,8.31,17.84,20.69,15.51,33.05,0.0,24.48,1.98,9.18,2.16,26.51,1.57,2.66,4.67,2.61,None,Kaolinite
S01100,SYN-009,160.5,162.0,-20.48,254.25,161.25,161.25,7.24,18.88,19.9,6.06,2.55,0.0,28.52,0.0,0.0,0.0,1.63,5.14,8.23,7.27,4.0,None,Montmor
S01101,SYN-009,162.0,163.5,-20.27,255.7,162.75,162.75,5.69,44.67,13.63,8.87,1.77,1.61,21.95,2.62,4.68,3.09,4.13,0.5,0.0,2.38,3.48,None,Chlorite
S01102,SYN-009,163.5,165.0,-20.06,257.15,164.25,164.25,3.53,15.81,8.61,5.88,24.8,0.03,18.51,7.13,5.08,0.0,1.99,1.5,0.75,0.89,5.46,None,Kaolinite
S01103,SYN-009,165.0,167.0,-19.82,258.83,166.0,166.0,5.69,16.18,17.98,3.37,4.79,3.07,30.49,0.21,1.28,3.64,0.0,2.47,0.0,11.67,1.72,None,Montmor
S01104,SYN-009,167.0,169.0,-19.53,260.76,168.0,168.0,9.28,13.87,31.26,12.27,0.86,0.3,22.4,0.0,0.22,0.0,0.99,19.45,0.7,4.87,3.03,None,Carbonate
S01105,SYN-009,169.0,170.5,-19.29,262.45,169.75,169.75,1.64,62.69,17.94,6.9,5.01,1.49,21.3,2.65,3.04,0.0,4.91,1.5,0.0,5.76,0.0,None,Chlorite
S01106,SYN-009,170.5,172.0,-19.08,263.9,171.25,171.25,0.0,2.71,2.14,0.0,9.34,3.02,7.29,6.07,11.52,1.33,11.45,27.99,4.66,29.53,3.4,Hematite,Zunyite
S01107,SYN-009,172.0,173.5,-18.86,265.34,172.75,172.75,55.91,25.51,1.4,5.38,0.68,6.62,2.04,6.88,2.45,12.64,2.17,0.0,6.36,0.0,0.0,None,WhiteMica
S01108,SYN-009,173.5,175.0,-18.65,266.79,174.25,174.25,1.78,26.21,10.33,10.5,1.19,1.42,21.01,3.72,0.39,2.56,0.0,1.79,1.16,1.47,0.0,None,Chlorite
S01109,SYN-009,175.0,176.5,-18.44,268.24,175.75,175.75,4.31,34.68,14.87,7.11,17.0,21.52,34.88,3.25,0.0,0.43,0.0,0.66,4.6,2.21,6.18,None,Montmor
S01110,SYN-009,176.5,178.0,-18.23,269.68,177.25,177.25,5.93,25.07,25.76,12.49,0.49,0.0,17.64,0.41,0.0,28.27,32.31,0.95,3.23,1.92,6.21,None,Diaspore
S01111,SYN-009,178.0,179.5,-18.02,271.13,178.75,178.75,4.66,40.09,16.13,4.41,1.57,37.57,19.33,0.15,0.0,3.61,4.07,3.79,0.19,0.0,0.48,None,Chlorite
S01112,SYN-009,179.5,180.5,-17.84,272.34,180.0,180.0,7.74,34.87,20.92,12.19,0.0,0.0,18.85,0.0,1.78,0.0,0.0,0.0,2.84,1.93,7.29,None,Chlorite
S01113,SYN-009,180.5,181.5,-17.7,273.3,181.0,181.0,100.0,0.0,0.0,2.21,12.7,12.34,4.39,4.49,5.43,0.86,0.56,0.98,2.87,0.0,37.72,Goethite,WhiteMica
S01114,SYN-009,181.5,182.5,-17.56,274.27,182.0,182.0,71.96,4.48,2.41,2.69,10.29,9.61,10.02,3.98,5.06,19.26,0.0,0.0,7.53,0.0,4.2,None,WhiteMica
S01115,SYN-009,182.5,184.5,-17.35,275.71,183.5,183.5,8.94,15.66,22.17,11.22,0.0,1.31,2.08,0.0,2.88,5.01,1.5,5.56,1.27,0.03,0.1,None,Carbonate
S01116,SYN-009,184.5,186.0,-17.1,277.4,185.25,185.25,6.75,18.78,0.0,1.54,0.0,0.0,18.75,2.1,0.0,0.0,24.32,34.76,0.0,1.26,7.55,None,Zunyite
S01117,SYN-009,186.0,187.0,-16.93,278.61,186.5,186.5,7.51,61.45,17.99,6.14,0.0,0.9,26.23,0.0,2.41,2.36,1.2,0.48,0.95,1.43,4.82,None,Chlorite
S01118,SYN-009,187.0,189.0,-16.72,280.05,188.0,188.0,6.73,18.01,12.39,11.67,21.12,3.43,22.17,1.82,2.39,4.76,0.0,3.48,2.28,1.65,1.02,None,Montmor
